,badBondsCategory,badAnglesCategory,rankCategory
00176_dnfs_0125178.pdb,Warning,Warning,Warning
00268_dnfs_0217044.pdb,Warning,Warning,Warning
00397_r1feb2024_0037825.pdb,Good,Caution,Good
00185_dnfs_0134623.pdb,Warning,Warning,Warning
00420_r1feb2024_0060637.pdb,Good,Caution,Good
00167_dnfs_0116311.pdb,Warning,Warning,Warning
00106_dnfs_0055207.pdb,Warning,Warning,Warning
00369_r1feb2024_0010077.pdb,Good,Caution,Good
00092_dnfs_0041314.pdb,Warning,Warning,Warning
00213_dnfs_0162812.pdb,Warning,Warning,Warning
00154_dnfs_0103279.pdb,Warning,Warning,Warning
00261_dnfs_0210800.pdb,Warning,Warning,Warning
00428_r1feb2024_0068872.pdb,Good,Caution,Good
00366_r1feb2024_0006937.pdb,Good,Caution,Good
00133_dnfs_0082772.pdb,Warning,Warning,Warning
00437_r1feb2024_0077833.pdb,Good,Warning,Good
00227_dnfs_0176032.pdb,Warning,Warning,Warning
00317_dnfs_0265851.pdb,Warning,Warning,Warning
00274_dnfs_0223389.pdb,Warning,Warning,Warning
00437_r1feb2024_0077756.pdb,Good,Caution,Good
00405_r1feb2024_0045926.pdb,Good,Caution,Good
00235_dnfs_0184410.pdb,Warning,Warning,Warning
00407_r1feb2024_0047865.pdb,Good,Caution,Good
00093_dnfs_0042610.pdb,Warning,Warning,Warning
00422_r1feb2024_0062703.pdb,Good,Caution,Good
00444_r1feb2024_0084878.pdb,Good,Caution,Good
00314_dnfs_0263377.pdb,Warning,Warning,Warning
00363_r1feb2024_0003251.pdb,Good,Caution,Good
00068_dnfs_0017806.pdb,Warning,Warning,Warning
00196_dnfs_0145135.pdb,Warning,Warning,Warning
00257_dnfs_0206016.pdb,Warning,Warning,Warning
00166_dnfs_0114906.pdb,Warning,Warning,Warning
00121_dnfs_0070480.pdb,Warning,Warning,Warning
00056_dnfs_0005372.pdb,Warning,Warning,Warning
00139_dnfs_0088033.pdb,Warning,Warning,Warning
00096_dnfs_0044960.pdb,Warning,Warning,Warning
00234_dnfs_0183706.pdb,Warning,Warning,Warning
00307_dnfs_0256114.pdb,Warning,Warning,Warning
00179_dnfs_0128413.pdb,Warning,Warning,Warning
00200_dnfs_0149466.pdb,Warning,Warning,Warning
00342_dnfs_0291553.pdb,Warning,Warning,Warning
00389_r1feb2024_0029263.pdb,Good,Warning,Good
00148_dnfs_0096854.pdb,Warning,Warning,Warning
00325_dnfs_0274263.pdb,Warning,Warning,Warning
00340_dnfs_0289010.pdb,Warning,Warning,Warning
00417_r1feb2024_0057778.pdb,Good,Caution,Good
00397_r1feb2024_0037829.pdb,Good,Caution,Good
00434_r1feb2024_0074419.pdb,Good,Caution,Good
00208_dnfs_0157522.pdb,Warning,Warning,Warning
00186_dnfs_0135066.pdb,Warning,Warning,Warning
00210_dnfs_0158923.pdb,Warning,Warning,Warning
00354_dnfs_0303772.pdb,Warning,Warning,Warning
00435_r1feb2024_0075822.pdb,Good,Warning,Good
00166_dnfs_0114917.pdb,Warning,Warning,Warning
00320_dnfs_0268889.pdb,Warning,Warning,Warning
00260_dnfs_0209338.pdb,Warning,Warning,Warning
00304_dnfs_0253125.pdb,Warning,Warning,Warning
00356_dnfs_0305148.pdb,Warning,Warning,Warning
00103_dnfs_0052362.pdb,Warning,Warning,Warning
00373_r1feb2024_0013526.pdb,Good,Caution,Good
00203_dnfs_0152120.pdb,Warning,Warning,Warning
00209_dnfs_0158664.pdb,Warning,Warning,Warning
00428_r1feb2024_0068874.pdb,Good,Caution,Good
00322_dnfs_0270841.pdb,Warning,Warning,Warning
00399_r1feb2024_0039184.pdb,Good,Caution,Good
00128_dnfs_0076909.pdb,Warning,Warning,Warning
00435_r1feb2024_0075435.pdb,Good,Caution,Good
00135_dnfs_0084651.pdb,Warning,Warning,Warning
00373_r1feb2024_0013432.pdb,Good,Caution,Good
00405_r1feb2024_0045209.pdb,Good,Caution,Good
00280_dnfs_0229097.pdb,Warning,Warning,Warning
00428_r1feb2024_0068944.pdb,Good,Caution,Good
00290_dnfs_0239682.pdb,Warning,Warning,Warning
00074_dnfs_0023660.pdb,Warning,Warning,Warning
00371_r1feb2024_0011424.pdb,Good,Caution,Good
00198_dnfs_0146921.pdb,Warning,Warning,Warning
00076_dnfs_0025064.pdb,Warning,Warning,Warning
00266_dnfs_0215126.pdb,Warning,Warning,Warning
00445_r1feb2024_0085849.pdb,Good,Caution,Good
00098_dnfs_0046899.pdb,Warning,Warning,Warning
00141_dnfs_0089904.pdb,Warning,Warning,Warning
00285_dnfs_0233973.pdb,Warning,Warning,Warning
00350_dnfs_0299168.pdb,Warning,Warning,Warning
00342_dnfs_0290988.pdb,Warning,Warning,Warning
00446_r1feb2024_0086722.pdb,Good,Caution,Good
00397_r1feb2024_0037598.pdb,Good,Caution,Good
00359_r1feb2024_0000141.pdb,Good,Caution,Good
00184_dnfs_0132826.pdb,Warning,Warning,Warning
00069_dnfs_0018305.pdb,Warning,Warning,Warning
00184_dnfs_0133135.pdb,Warning,Warning,Warning
00248_dnfs_0197024.pdb,Warning,Warning,Warning
00434_r1feb2024_0075038.pdb,Good,Caution,Good
00396_r1feb2024_0036835.pdb,Good,Caution,Good
00263_dnfs_0211872.pdb,Warning,Warning,Warning
00296_dnfs_0245508.pdb,Warning,Warning,Warning
00283_dnfs_0232442.pdb,Warning,Warning,Warning
00379_r1feb2024_0019553.pdb,Caution,Caution,Good
00202_dnfs_0151237.pdb,Warning,Warning,Warning
00393_r1feb2024_0034124.pdb,Warning,Warning,Caution
00418_r1feb2024_0058770.pdb,Good,Caution,Good
00228_dnfs_0177634.pdb,Warning,Warning,Warning
00354_dnfs_0303182.pdb,Warning,Warning,Warning
00338_dnfs_0287250.pdb,Warning,Warning,Warning
00437_r1feb2024_0077912.pdb,Good,Caution,Good
00434_r1feb2024_0074855.pdb,Good,Caution,Good
00268_dnfs_0217412.pdb,Warning,Warning,Warning
00167_dnfs_0116647.pdb,Warning,Warning,Warning
00228_dnfs_0177802.pdb,Warning,Warning,Warning
00201_dnfs_0149948.pdb,Warning,Warning,Warning
00075_dnfs_0024032.pdb,Warning,Warning,Warning
00218_dnfs_0167411.pdb,Warning,Warning,Warning
00418_r1feb2024_0058791.pdb,Good,Caution,Good
00308_dnfs_0257010.pdb,Warning,Warning,Warning
00363_r1feb2024_0003474.pdb,Good,Caution,Good
00187_dnfs_0136062.pdb,Warning,Warning,Warning
00165_dnfs_0114787.pdb,Warning,Warning,Warning
00356_dnfs_0305493.pdb,Warning,Warning,Warning
00199_dnfs_0148180.pdb,Warning,Warning,Warning
00325_dnfs_0274244.pdb,Warning,Warning,Warning
00204_dnfs_0153497.pdb,Warning,Warning,Warning
00161_dnfs_0109992.pdb,Warning,Warning,Warning
00397_r1feb2024_0038093.pdb,Good,Caution,Good
00192_dnfs_0141655.pdb,Warning,Warning,Warning
00243_dnfs_0192730.pdb,Warning,Warning,Warning
00233_dnfs_0182385.pdb,Warning,Warning,Warning
00135_dnfs_0084580.pdb,Warning,Warning,Warning
00106_dnfs_0055526.pdb,Warning,Warning,Warning
00271_dnfs_0220159.pdb,Warning,Warning,Warning
00205_dnfs_0154066.pdb,Warning,Warning,Warning
00060_dnfs_0009785.pdb,Warning,Warning,Warning
00150_dnfs_0099761.pdb,Warning,Warning,Warning
00064_dnfs_0012883.pdb,Warning,Warning,Warning
00226_dnfs_0175299.pdb,Warning,Warning,Warning
00246_dnfs_0195352.pdb,Warning,Warning,Warning
00374_r1feb2024_0014200.pdb,Good,Caution,Good
00113_dnfs_0062170.pdb,Warning,Warning,Warning
00278_dnfs_0227421.pdb,Warning,Warning,Warning
00375_r1feb2024_0015324.pdb,Good,Caution,Good
00137_dnfs_0086024.pdb,Warning,Warning,Warning
00242_dnfs_0191164.pdb,Warning,Warning,Warning
00102_dnfs_0051787.pdb,Warning,Warning,Warning
00436_r1feb2024_0077099.pdb,Good,Caution,Good
00406_r1feb2024_0046775.pdb,Good,Caution,Good
00179_dnfs_0128521.pdb,Warning,Warning,Warning
00190_dnfs_0139638.pdb,Warning,Warning,Warning
00436_r1feb2024_0076426.pdb,Good,Caution,Good
00377_r1feb2024_0017885.pdb,Good,Caution,Good
00275_dnfs_0224678.pdb,Warning,Warning,Warning
00086_dnfs_0035304.pdb,Warning,Warning,Warning
00205_dnfs_0154025.pdb,Warning,Warning,Warning
00157_dnfs_0106022.pdb,Warning,Warning,Warning
00186_dnfs_0135241.pdb,Warning,Warning,Warning
00187_dnfs_0136196.pdb,Warning,Warning,Warning
00035_cpr7p_0021024.pdb,Warning,Caution,Warning
00085_dnfs_0034661.pdb,Warning,Warning,Warning
00152_dnfs_0101204.pdb,Warning,Warning,Warning
00308_dnfs_0257353.pdb,Warning,Warning,Warning
00357_okr6d_0000383.pdb,Warning,Warning,Warning
00180_dnfs_0129275.pdb,Warning,Warning,Warning
00180_dnfs_0129033.pdb,Warning,Warning,Warning
00098_dnfs_0047234.pdb,Warning,Warning,Warning
00380_r1feb2024_0020632.pdb,Good,Caution,Good
00154_dnfs_0103431.pdb,Warning,Warning,Warning
00370_r1feb2024_0010753.pdb,Good,Caution,Good
00365_r1feb2024_0005241.pdb,Good,Caution,Good
00034_cpr7p_0020525.pdb,Warning,Caution,Warning
00199_dnfs_0148243.pdb,Warning,Warning,Warning
00348_dnfs_0297333.pdb,Warning,Warning,Warning
00103_dnfs_0051950.pdb,Warning,Warning,Warning
00377_r1feb2024_0018155.pdb,Good,Caution,Good
00443_r1feb2024_0083779.pdb,Good,Caution,Good
00214_dnfs_0163387.pdb,Warning,Warning,Warning
00329_dnfs_0278352.pdb,Warning,Warning,Warning
00394_r1feb2024_0034870.pdb,Good,Caution,Good
00441_r1feb2024_0081806.pdb,Good,Caution,Good
00256_dnfs_0204981.pdb,Warning,Warning,Warning
00229_dnfs_0178634.pdb,Warning,Warning,Warning
00142_dnfs_0091176.pdb,Warning,Warning,Warning
00246_dnfs_0194888.pdb,Warning,Warning,Warning
00375_r1feb2024_0015464.pdb,Good,Caution,Good
00119_dnfs_0067930.pdb,Warning,Warning,Warning
00197_dnfs_0146572.pdb,Warning,Warning,Warning
00427_r1feb2024_0068040.pdb,Good,Caution,Good
00284_dnfs_0233482.pdb,Warning,Warning,Warning
00443_r1feb2024_0084050.pdb,Good,Caution,Good
00302_dnfs_0251824.pdb,Warning,Warning,Warning
00100_dnfs_0049458.pdb,Warning,Warning,Warning
00350_dnfs_0299572.pdb,Warning,Warning,Warning
00394_r1feb2024_0034913.pdb,Good,Warning,Caution
00369_r1feb2024_0009912.pdb,Good,Warning,Good
00220_dnfs_0169815.pdb,Warning,Warning,Warning
00067_dnfs_0016427.pdb,Warning,Warning,Warning
00175_dnfs_0124672.pdb,Warning,Warning,Warning
00055_dnfs_0003986.pdb,Warning,Warning,Warning
00118_dnfs_0067558.pdb,Warning,Warning,Warning
00255_dnfs_0204386.pdb,Warning,Warning,Warning
00292_dnfs_0241256.pdb,Warning,Warning,Warning
00089_dnfs_0038094.pdb,Warning,Warning,Warning
00261_dnfs_0210122.pdb,Warning,Warning,Warning
00415_r1feb2024_0055977.pdb,Caution,Caution,Good
00352_dnfs_0301567.pdb,Warning,Warning,Warning
00420_r1feb2024_0060253.pdb,Good,Caution,Good
00326_dnfs_0275379.pdb,Warning,Warning,Warning
00108_dnfs_0057397.pdb,Warning,Warning,Warning
00405_r1feb2024_0045470.pdb,Good,Caution,Good
00331_dnfs_0280569.pdb,Warning,Warning,Warning
00198_dnfs_0147634.pdb,Warning,Warning,Warning
00441_r1feb2024_0081908.pdb,Good,Caution,Good
00073_dnfs_0022530.pdb,Warning,Warning,Warning
00143_dnfs_0092305.pdb,Warning,Warning,Warning
00277_dnfs_0226137.pdb,Warning,Warning,Warning
00277_dnfs_0226277.pdb,Warning,Warning,Warning
00168_dnfs_0117797.pdb,Warning,Warning,Warning
00128_dnfs_0076839.pdb,Warning,Warning,Warning
00085_dnfs_0034613.pdb,Warning,Warning,Warning
00185_dnfs_0134029.pdb,Warning,Warning,Warning
00262_dnfs_0210844.pdb,Warning,Warning,Warning
00164_dnfs_0113317.pdb,Warning,Warning,Warning
00420_r1feb2024_0060276.pdb,Good,Caution,Good
00249_dnfs_0198391.pdb,Warning,Warning,Warning
00175_dnfs_0124350.pdb,Warning,Warning,Warning
00390_r1feb2024_0030808.pdb,Good,Caution,Good
00401_r1feb2024_0041425.pdb,Good,Caution,Good
00209_dnfs_0158481.pdb,Warning,Warning,Warning
00404_r1feb2024_0044415.pdb,Good,Warning,Good
00439_r1feb2024_0079352.pdb,Good,Caution,Good
00298_dnfs_0247372.pdb,Warning,Warning,Warning
00212_dnfs_0161013.pdb,Warning,Warning,Warning
00311_dnfs_0259886.pdb,Warning,Warning,Warning
00446_r1feb2024_0087145.pdb,Good,Caution,Good
00437_r1feb2024_0077926.pdb,Good,Caution,Good
00445_r1feb2024_0085817.pdb,Good,Caution,Good
00185_dnfs_0134350.pdb,Warning,Warning,Warning
00101_dnfs_0050760.pdb,Warning,Warning,Warning
00283_dnfs_0232624.pdb,Warning,Warning,Warning
00305_dnfs_0254323.pdb,Warning,Warning,Warning
00441_r1feb2024_0081964.pdb,Good,Caution,Good
00120_dnfs_0069030.pdb,Warning,Warning,Warning
00353_dnfs_0302089.pdb,Warning,Warning,Warning
00110_dnfs_0059293.pdb,Warning,Warning,Warning
00293_dnfs_0241984.pdb,Warning,Warning,Warning
00240_dnfs_0189424.pdb,Warning,Warning,Warning
00305_dnfs_0254341.pdb,Warning,Warning,Warning
00352_dnfs_0301058.pdb,Warning,Warning,Warning
00292_dnfs_0241007.pdb,Warning,Warning,Warning
00437_r1feb2024_0077466.pdb,Good,Caution,Good
00190_dnfs_0138917.pdb,Warning,Warning,Warning
00430_r1feb2024_0071005.pdb,Warning,Warning,Good
00415_r1feb2024_0055605.pdb,Good,Warning,Good
00244_dnfs_0193150.pdb,Warning,Warning,Warning
00163_dnfs_0112237.pdb,Warning,Warning,Warning
00187_dnfs_0136053.pdb,Warning,Warning,Warning
00435_r1feb2024_0076145.pdb,Good,Caution,Good
00414_r1feb2024_0054648.pdb,Good,Caution,Good
00293_dnfs_0242359.pdb,Warning,Warning,Warning
00387_r1feb2024_0027713.pdb,Good,Caution,Good
00189_dnfs_0138148.pdb,Warning,Warning,Warning
00445_r1feb2024_0085618.pdb,Good,Caution,Good
00271_dnfs_0219935.pdb,Warning,Warning,Warning
00185_dnfs_0134811.pdb,Warning,Warning,Warning
00436_r1feb2024_0076535.pdb,Good,Caution,Good
00387_r1feb2024_0027240.pdb,Good,Caution,Good
00307_dnfs_0256429.pdb,Warning,Warning,Warning
00295_dnfs_0244041.pdb,Warning,Warning,Warning
00069_dnfs_0017926.pdb,Warning,Warning,Warning
00158_dnfs_0107383.pdb,Warning,Warning,Warning
00369_r1feb2024_0009239.pdb,Good,Caution,Good
00239_dnfs_0187983.pdb,Warning,Warning,Warning
00418_r1feb2024_0058691.pdb,Good,Caution,Good
00173_dnfs_0122595.pdb,Warning,Warning,Warning
00422_r1feb2024_0062900.pdb,Good,Caution,Good
00308_dnfs_0257585.pdb,Warning,Warning,Warning
00255_dnfs_0204188.pdb,Warning,Warning,Warning
00288_dnfs_0237062.pdb,Warning,Warning,Warning
00225_dnfs_0174372.pdb,Warning,Warning,Warning
00090_dnfs_0039515.pdb,Warning,Warning,Warning
00134_dnfs_0083743.pdb,Warning,Warning,Warning
00379_r1feb2024_0019710.pdb,Good,Caution,Good
00075_dnfs_0023876.pdb,Warning,Warning,Warning
00055_dnfs_0004527.pdb,Warning,Warning,Warning
00323_dnfs_0272134.pdb,Warning,Warning,Warning
00370_r1feb2024_0010528.pdb,Good,Caution,Good
00409_r1feb2024_0049358.pdb,Good,Caution,Good
00089_dnfs_0038516.pdb,Warning,Warning,Warning
00201_dnfs_0150430.pdb,Warning,Warning,Warning
00278_dnfs_0227728.pdb,Warning,Warning,Warning
00315_dnfs_0264440.pdb,Warning,Warning,Warning
00178_dnfs_0127026.pdb,Warning,Warning,Warning
00317_dnfs_0266052.pdb,Warning,Warning,Warning
00097_dnfs_0045869.pdb,Warning,Warning,Warning
00370_r1feb2024_0010746.pdb,Good,Warning,Good
00370_r1feb2024_0010316.pdb,Good,Warning,Good
00146_dnfs_0095813.pdb,Warning,Warning,Warning
00401_r1feb2024_0041454.pdb,Good,Caution,Good
00445_r1feb2024_0085941.pdb,Good,Caution,Good
00434_r1feb2024_0074585.pdb,Good,Caution,Good
00244_dnfs_0193073.pdb,Warning,Warning,Warning
00321_dnfs_0269921.pdb,Warning,Warning,Warning
00419_r1feb2024_0059817.pdb,Good,Caution,Good
00444_r1feb2024_0084670.pdb,Good,Caution,Good
00322_dnfs_0271687.pdb,Warning,Warning,Warning
00227_dnfs_0175943.pdb,Warning,Warning,Warning
00446_r1feb2024_0086383.pdb,Good,Caution,Good
00430_r1feb2024_0070218.pdb,Good,Caution,Good
00357_okr6d_0000093.pdb,Good,Warning,Warning
00071_dnfs_0020553.pdb,Warning,Warning,Warning
00307_dnfs_0256725.pdb,Warning,Warning,Warning
00441_r1feb2024_0081613.pdb,Good,Caution,Good
00288_dnfs_0237732.pdb,Warning,Warning,Warning
00169_dnfs_0118067.pdb,Warning,Warning,Warning
00111_dnfs_0060234.pdb,Warning,Warning,Warning
00086_dnfs_0035553.pdb,Warning,Warning,Warning
00387_r1feb2024_0028041.pdb,Good,Caution,Good
00441_r1feb2024_0081963.pdb,Good,Caution,Good
00286_dnfs_0235305.pdb,Warning,Warning,Warning
00326_dnfs_0275007.pdb,Warning,Warning,Warning
00443_r1feb2024_0084118.pdb,Good,Caution,Good
00426_r1feb2024_0066907.pdb,Good,Warning,Good
00088_dnfs_0037036.pdb,Warning,Warning,Warning
00093_dnfs_0042309.pdb,Warning,Warning,Warning
00204_dnfs_0153001.pdb,Warning,Warning,Warning
00225_dnfs_0174152.pdb,Warning,Warning,Warning
00391_r1feb2024_0031231.pdb,Good,Caution,Good
00356_dnfs_0305141.pdb,Warning,Warning,Warning
00419_r1feb2024_0059965.pdb,Warning,Warning,Good
00227_dnfs_0176084.pdb,Warning,Warning,Warning
00145_dnfs_0094640.pdb,Warning,Warning,Warning
00389_r1feb2024_0029501.pdb,Good,Caution,Good
00125_dnfs_0074047.pdb,Warning,Warning,Warning
00446_r1feb2024_0086556.pdb,Good,Caution,Good
00152_dnfs_0100922.pdb,Warning,Warning,Warning
00428_r1feb2024_0068557.pdb,Good,Caution,Good
00151_dnfs_0100026.pdb,Warning,Warning,Warning
00424_r1feb2024_0065085.pdb,Good,Caution,Good
00184_dnfs_0133467.pdb,Warning,Warning,Warning
00327_dnfs_0276193.pdb,Warning,Warning,Warning
00290_dnfs_0239825.pdb,Warning,Warning,Warning
00226_dnfs_0175729.pdb,Warning,Warning,Warning
00260_dnfs_0209025.pdb,Warning,Warning,Warning
00064_dnfs_0012945.pdb,Warning,Warning,Warning
00260_dnfs_0209030.pdb,Warning,Warning,Warning
00188_dnfs_0137137.pdb,Warning,Warning,Warning
00362_r1feb2024_0002268.pdb,Good,Caution,Good
00080_dnfs_0029141.pdb,Warning,Warning,Warning
00357_okr5d_0000149.pdb,Warning,Warning,Good
00388_r1feb2024_0029175.pdb,Good,Caution,Good
00367_r1feb2024_0007795.pdb,Good,Caution,Good
00339_dnfs_0288543.pdb,Warning,Warning,Warning
00266_dnfs_0214893.pdb,Warning,Warning,Warning
00376_r1feb2024_0016362.pdb,Good,Caution,Good
00374_r1feb2024_0014182.pdb,Good,Caution,Good
00072_dnfs_0021807.pdb,Warning,Warning,Warning
00404_r1feb2024_0044313.pdb,Good,Caution,Good
00389_r1feb2024_0029271.pdb,Good,Caution,Good
00401_r1feb2024_0041271.pdb,Good,Caution,Good
00349_dnfs_0298625.pdb,Warning,Warning,Warning
00077_dnfs_0026617.pdb,Warning,Warning,Warning
00069_dnfs_0017963.pdb,Warning,Warning,Warning
00261_dnfs_0210328.pdb,Warning,Warning,Warning
00405_r1feb2024_0045646.pdb,Good,Caution,Good
00090_dnfs_0039080.pdb,Warning,Warning,Warning
00369_r1feb2024_0009389.pdb,Good,Caution,Good
00212_dnfs_0161757.pdb,Warning,Warning,Warning
00292_dnfs_0241112.pdb,Warning,Warning,Warning
00094_dnfs_0043254.pdb,Warning,Warning,Warning
00302_dnfs_0251036.pdb,Warning,Warning,Warning
00159_dnfs_0108599.pdb,Warning,Warning,Warning
00150_dnfs_0099254.pdb,Warning,Warning,Warning
00144_dnfs_0093234.pdb,Warning,Warning,Warning
00445_r1feb2024_0085703.pdb,Good,Caution,Good
00391_r1feb2024_0031578.pdb,Good,Caution,Good
00445_r1feb2024_0086137.pdb,Good,Caution,Good
00086_dnfs_0035748.pdb,Warning,Warning,Warning
00188_dnfs_0136926.pdb,Warning,Warning,Warning
00315_dnfs_0264753.pdb,Warning,Warning,Warning
00087_dnfs_0036230.pdb,Warning,Warning,Warning
00236_dnfs_0184924.pdb,Warning,Warning,Warning
00246_dnfs_0195656.pdb,Warning,Warning,Warning
00279_dnfs_0228122.pdb,Warning,Warning,Warning
00308_dnfs_0257338.pdb,Warning,Warning,Warning
00445_r1feb2024_0086114.pdb,Good,Caution,Good
00134_dnfs_0083116.pdb,Warning,Warning,Warning
00391_r1feb2024_0031831.pdb,Good,Caution,Good
00371_r1feb2024_0011399.pdb,Good,Caution,Good
00089_dnfs_0038007.pdb,Warning,Warning,Warning
00425_r1feb2024_0065216.pdb,Good,Caution,Good
00446_r1feb2024_0086837.pdb,Good,Caution,Good
00381_r1feb2024_0022059.pdb,Good,Caution,Good
00079_dnfs_0028434.pdb,Warning,Warning,Warning
00292_dnfs_0241195.pdb,Warning,Warning,Warning
00259_dnfs_0208218.pdb,Warning,Warning,Warning
00322_dnfs_0271259.pdb,Warning,Warning,Warning
00102_dnfs_0051381.pdb,Warning,Warning,Warning
00121_dnfs_0070417.pdb,Warning,Warning,Warning
00435_r1feb2024_0075561.pdb,Good,Caution,Good
00334_dnfs_0283064.pdb,Warning,Warning,Warning
00332_dnfs_0281041.pdb,Warning,Warning,Warning
00319_dnfs_0268351.pdb,Warning,Warning,Warning
00208_dnfs_0157099.pdb,Warning,Warning,Warning
00393_r1feb2024_0033863.pdb,Good,Caution,Good
00447_r1feb2024_0087321.pdb,Good,Caution,Good
00290_dnfs_0239454.pdb,Warning,Warning,Warning
00114_dnfs_0062830.pdb,Warning,Warning,Warning
00255_dnfs_0204798.pdb,Warning,Warning,Warning
00149_dnfs_0098202.pdb,Warning,Warning,Warning
00351_dnfs_0300326.pdb,Warning,Warning,Warning
00172_dnfs_0121349.pdb,Warning,Warning,Warning
00147_dnfs_0096113.pdb,Warning,Warning,Warning
00407_r1feb2024_0047974.pdb,Good,Caution,Good
00173_dnfs_0121957.pdb,Warning,Warning,Warning
00233_dnfs_0181898.pdb,Warning,Warning,Warning
00418_r1feb2024_0058485.pdb,Good,Caution,Good
00336_dnfs_0285025.pdb,Warning,Warning,Warning
00445_r1feb2024_0085427.pdb,Good,Caution,Good
00138_dnfs_0087485.pdb,Warning,Warning,Warning
00385_r1feb2024_0025224.pdb,Good,Caution,Good
00189_dnfs_0138795.pdb,Warning,Warning,Warning
00256_dnfs_0205805.pdb,Warning,Warning,Warning
00092_dnfs_0041595.pdb,Warning,Warning,Warning
00058_dnfs_0007809.pdb,Warning,Warning,Warning
00446_r1feb2024_0086259.pdb,Good,Caution,Good
00257_dnfs_0206201.pdb,Warning,Warning,Warning
00435_r1feb2024_0075188.pdb,Good,Caution,Good
00418_r1feb2024_0058327.pdb,Good,Warning,Good
00323_dnfs_0272580.pdb,Warning,Warning,Warning
00266_dnfs_0215728.pdb,Warning,Warning,Warning
00078_dnfs_0027024.pdb,Warning,Warning,Warning
00249_dnfs_0198174.pdb,Warning,Warning,Warning
00361_r1feb2024_0001199.pdb,Good,Caution,Good
00428_r1feb2024_0068333.pdb,Good,Caution,Good
00442_r1feb2024_0082507.pdb,Good,Caution,Good
00361_r1feb2024_0002027.pdb,Good,Caution,Good
00136_dnfs_0085539.pdb,Warning,Warning,Warning
00401_r1feb2024_0042121.pdb,Good,Caution,Good
00339_dnfs_0287901.pdb,Warning,Warning,Warning
00401_r1feb2024_0041522.pdb,Good,Caution,Good
00298_dnfs_0247568.pdb,Warning,Warning,Warning
00397_r1feb2024_0037372.pdb,Good,Warning,Good
00288_dnfs_0237048.pdb,Warning,Warning,Warning
00036_cpr7p_0022156.pdb,Warning,Caution,Warning
00382_r1feb2024_0023109.pdb,Good,Caution,Good
00292_dnfs_0241601.pdb,Warning,Warning,Warning
00053_dnfs_0001902.pdb,Warning,Warning,Warning
00420_r1feb2024_0060944.pdb,Good,Caution,Good
00393_r1feb2024_0033292.pdb,Good,Caution,Good
00143_dnfs_0092596.pdb,Warning,Warning,Warning
00389_r1feb2024_0030010.pdb,Good,Warning,Good
00123_dnfs_0072446.pdb,Warning,Warning,Warning
00144_dnfs_0093312.pdb,Warning,Warning,Warning
00074_dnfs_0023514.pdb,Warning,Warning,Warning
00297_dnfs_0245903.pdb,Warning,Warning,Warning
00435_r1feb2024_0075838.pdb,Good,Caution,Good
00437_r1feb2024_0077539.pdb,Good,Warning,Good
00388_r1feb2024_0028710.pdb,Good,Caution,Good
00086_dnfs_0035634.pdb,Warning,Warning,Warning
00446_r1feb2024_0087010.pdb,Good,Caution,Good
00327_dnfs_0276692.pdb,Warning,Warning,Warning
00179_dnfs_0128011.pdb,Warning,Warning,Warning
00260_dnfs_0208921.pdb,Warning,Warning,Warning
00357_okr5d_0000161.pdb,Good,Warning,Good
00185_dnfs_0134171.pdb,Warning,Warning,Warning
00057_dnfs_0006388.pdb,Warning,Warning,Warning
00443_r1feb2024_0083600.pdb,Good,Caution,Good
00418_r1feb2024_0058663.pdb,Good,Caution,Good
00204_dnfs_0153664.pdb,Warning,Warning,Warning
00245_dnfs_0193884.pdb,Warning,Warning,Warning
00307_dnfs_0256539.pdb,Warning,Warning,Warning
00370_r1feb2024_0010487.pdb,Good,Caution,Good
00444_r1feb2024_0085022.pdb,Good,Caution,Good
00275_dnfs_0224102.pdb,Warning,Warning,Warning
00379_r1feb2024_0019726.pdb,Good,Caution,Good
00170_dnfs_0118880.pdb,Warning,Warning,Warning
00112_dnfs_0061147.pdb,Warning,Warning,Warning
00113_dnfs_0061918.pdb,Warning,Warning,Warning
00435_r1feb2024_0075735.pdb,Good,Warning,Good
00083_dnfs_0032060.pdb,Warning,Warning,Warning
00444_r1feb2024_0084380.pdb,Good,Caution,Good
00379_r1feb2024_0019324.pdb,Good,Caution,Good
00178_dnfs_0127653.pdb,Warning,Warning,Warning
00194_dnfs_0143596.pdb,Warning,Warning,Warning
00356_dnfs_0305245.pdb,Warning,Warning,Warning
00057_dnfs_0006028.pdb,Warning,Warning,Warning
00112_dnfs_0061732.pdb,Warning,Warning,Warning
00327_dnfs_0276181.pdb,Warning,Warning,Warning
00320_dnfs_0269537.pdb,Warning,Warning,Warning
00404_r1feb2024_0044835.pdb,Good,Caution,Good
00288_dnfs_0237514.pdb,Warning,Warning,Warning
00265_dnfs_0214326.pdb,Warning,Warning,Warning
00097_dnfs_0045974.pdb,Warning,Warning,Warning
00158_dnfs_0107022.pdb,Warning,Warning,Warning
00394_r1feb2024_0034402.pdb,Good,Caution,Good
00383_r1feb2024_0023347.pdb,Good,Caution,Good
00157_dnfs_0105992.pdb,Warning,Warning,Warning
00237_dnfs_0186220.pdb,Warning,Warning,Warning
00144_dnfs_0093503.pdb,Warning,Warning,Warning
00393_r1feb2024_0033862.pdb,Good,Caution,Good
00176_dnfs_0125765.pdb,Warning,Warning,Warning
00316_dnfs_0265420.pdb,Warning,Warning,Warning
