,badBondsCategory,badAnglesCategory,rankCategory
00144_dnfs_0093211.pdb,Warning,Warning,Warning
00428_r1feb2024_0068846.pdb,Good,Good,Good
00373_r1feb2024_0013596.pdb,Good,Caution,Good
00245_dnfs_0194129.pdb,Warning,Warning,Warning
00206_dnfs_0155662.pdb,Warning,Warning,Warning
00411_r1feb2024_0051689.pdb,Good,Caution,Good
00441_r1feb2024_0081786.pdb,Good,Caution,Good
00407_r1feb2024_0048108.pdb,Good,Caution,Good
00300_dnfs_0248887.pdb,Warning,Warning,Warning
00071_dnfs_0020266.pdb,Warning,Warning,Warning
00126_dnfs_0075674.pdb,Warning,Warning,Warning
00255_dnfs_0204234.pdb,Warning,Warning,Warning
00263_dnfs_0211935.pdb,Warning,Warning,Warning
00057_dnfs_0006180.pdb,Warning,Warning,Warning
00322_dnfs_0271570.pdb,Warning,Warning,Warning
00361_r1feb2024_0001406.pdb,Good,Warning,Good
00446_r1feb2024_0086627.pdb,Good,Caution,Good
00435_r1feb2024_0075592.pdb,Good,Caution,Good
00307_dnfs_0255868.pdb,Warning,Warning,Warning
00153_dnfs_0102425.pdb,Warning,Warning,Warning
00074_dnfs_0023052.pdb,Warning,Warning,Warning
00395_r1feb2024_0035190.pdb,Good,Caution,Good
00118_dnfs_0067726.pdb,Warning,Warning,Warning
00203_dnfs_0152680.pdb,Warning,Warning,Warning
00443_r1feb2024_0083626.pdb,Good,Caution,Good
00161_dnfs_0110545.pdb,Warning,Warning,Warning
00254_dnfs_0203209.pdb,Warning,Warning,Warning
00362_r1feb2024_0002686.pdb,Good,Caution,Good
00203_dnfs_0152806.pdb,Warning,Warning,Warning
00278_dnfs_0226991.pdb,Warning,Warning,Warning
00345_dnfs_0294613.pdb,Warning,Warning,Warning
00081_dnfs_0030639.pdb,Warning,Warning,Warning
00096_dnfs_0045825.pdb,Warning,Warning,Warning
00306_dnfs_0255441.pdb,Warning,Warning,Warning
00340_dnfs_0289551.pdb,Warning,Warning,Warning
00098_dnfs_0047281.pdb,Warning,Warning,Warning
00070_dnfs_0018953.pdb,Warning,Warning,Warning
00287_dnfs_0236153.pdb,Warning,Warning,Warning
00363_r1feb2024_0003297.pdb,Good,Caution,Good
00234_dnfs_0183231.pdb,Warning,Warning,Warning
00274_dnfs_0223526.pdb,Warning,Warning,Warning
00446_r1feb2024_0086949.pdb,Good,Caution,Good
00330_dnfs_0278886.pdb,Warning,Warning,Warning
00177_dnfs_0126009.pdb,Warning,Warning,Warning
00132_dnfs_0081769.pdb,Warning,Warning,Warning
00381_r1feb2024_0021966.pdb,Good,Caution,Good
00412_r1feb2024_0052453.pdb,Good,Warning,Good
00212_dnfs_0161181.pdb,Warning,Warning,Warning
00256_dnfs_0204854.pdb,Warning,Warning,Warning
00331_dnfs_0279849.pdb,Warning,Warning,Warning
00416_r1feb2024_0056565.pdb,Good,Caution,Good
00065_dnfs_0013949.pdb,Warning,Warning,Warning
00166_dnfs_0114886.pdb,Warning,Warning,Warning
00279_dnfs_0228549.pdb,Warning,Warning,Warning
00261_dnfs_0210219.pdb,Warning,Warning,Warning
00051_dnfs_0000184.pdb,Warning,Warning,Warning
00292_dnfs_0241230.pdb,Warning,Warning,Warning
00229_dnfs_0178692.pdb,Warning,Warning,Warning
00078_dnfs_0027257.pdb,Warning,Warning,Warning
00057_dnfs_0006397.pdb,Warning,Warning,Warning
00201_dnfs_0150076.pdb,Warning,Warning,Warning
00436_r1feb2024_0076966.pdb,Good,Caution,Good
00063_dnfs_0011854.pdb,Warning,Warning,Warning
00377_r1feb2024_0017562.pdb,Good,Caution,Good
00175_dnfs_0124095.pdb,Warning,Warning,Warning
00164_dnfs_0112885.pdb,Warning,Warning,Warning
00175_dnfs_0124026.pdb,Warning,Warning,Warning
00109_dnfs_0058131.pdb,Warning,Warning,Warning
00109_dnfs_0058154.pdb,Warning,Warning,Warning
00352_dnfs_0300889.pdb,Warning,Warning,Warning
00266_dnfs_0215357.pdb,Warning,Warning,Warning
00416_r1feb2024_0057084.pdb,Good,Caution,Good
00248_dnfs_0196857.pdb,Warning,Warning,Warning
00419_r1feb2024_0059796.pdb,Good,Warning,Good
00086_dnfs_0035676.pdb,Warning,Warning,Warning
00074_dnfs_0023710.pdb,Warning,Warning,Warning
00428_r1feb2024_0068721.pdb,Good,Caution,Good
00228_dnfs_0177624.pdb,Warning,Warning,Warning
00275_dnfs_0224185.pdb,Warning,Warning,Warning
00394_r1feb2024_0034325.pdb,Good,Caution,Good
00441_r1feb2024_0082107.pdb,Good,Caution,Good
00172_dnfs_0121172.pdb,Warning,Warning,Warning
00230_dnfs_0179114.pdb,Warning,Warning,Warning
00275_dnfs_0224541.pdb,Warning,Warning,Warning
00119_dnfs_0068223.pdb,Warning,Warning,Warning
00313_dnfs_0262351.pdb,Warning,Warning,Warning
00229_dnfs_0178825.pdb,Warning,Warning,Warning
00445_r1feb2024_0085412.pdb,Good,Caution,Good
00095_dnfs_0043831.pdb,Warning,Warning,Warning
00331_dnfs_0280702.pdb,Warning,Warning,Warning
00060_dnfs_0009043.pdb,Warning,Warning,Warning
00435_r1feb2024_0076030.pdb,Good,Caution,Good
00076_dnfs_0025254.pdb,Warning,Warning,Warning
00428_r1feb2024_0068355.pdb,Good,Warning,Good
00212_dnfs_0160958.pdb,Warning,Warning,Warning
00447_r1feb2024_0087641.pdb,Good,Warning,Good
00089_dnfs_0037933.pdb,Warning,Warning,Warning
00252_dnfs_0201611.pdb,Warning,Warning,Warning
00230_dnfs_0179416.pdb,Warning,Warning,Warning
00446_r1feb2024_0086596.pdb,Good,Caution,Good
00245_dnfs_0194608.pdb,Warning,Warning,Warning
00280_dnfs_0229194.pdb,Warning,Warning,Warning
00143_dnfs_0092741.pdb,Warning,Warning,Warning
00442_r1feb2024_0082270.pdb,Good,Caution,Good
00130_dnfs_0079142.pdb,Warning,Warning,Warning
00401_r1feb2024_0041971.pdb,Good,Caution,Good
00311_dnfs_0260335.pdb,Warning,Warning,Warning
00311_dnfs_0260763.pdb,Warning,Warning,Warning
00157_dnfs_0106302.pdb,Warning,Warning,Warning
00409_r1feb2024_0049878.pdb,Good,Caution,Good
00098_dnfs_0047441.pdb,Warning,Warning,Warning
00221_dnfs_0170142.pdb,Warning,Warning,Warning
00130_dnfs_0078994.pdb,Warning,Warning,Warning
00101_dnfs_0050263.pdb,Warning,Warning,Warning
00089_dnfs_0038438.pdb,Warning,Warning,Warning
00086_dnfs_0035789.pdb,Warning,Warning,Warning
00112_dnfs_0061447.pdb,Warning,Warning,Warning
00146_dnfs_0095749.pdb,Warning,Warning,Warning
00398_r1feb2024_0039040.pdb,Good,Warning,Good
00434_r1feb2024_0074909.pdb,Good,Caution,Good
00381_r1feb2024_0021930.pdb,Good,Warning,Good
00369_r1feb2024_0009507.pdb,Good,Caution,Good
00279_dnfs_0228403.pdb,Warning,Warning,Warning
00176_dnfs_0125005.pdb,Warning,Warning,Warning
00143_dnfs_0092817.pdb,Warning,Warning,Warning
00220_dnfs_0169533.pdb,Warning,Warning,Warning
00127_dnfs_0076635.pdb,Warning,Warning,Warning
00070_dnfs_0019764.pdb,Warning,Warning,Warning
00156_dnfs_0105140.pdb,Warning,Warning,Warning
00071_dnfs_0020009.pdb,Warning,Warning,Warning
00214_dnfs_0163285.pdb,Warning,Warning,Warning
00282_dnfs_0231429.pdb,Warning,Warning,Warning
00204_dnfs_0153662.pdb,Warning,Warning,Warning
00268_dnfs_0217602.pdb,Warning,Warning,Warning
00364_r1feb2024_0005056.pdb,Good,Caution,Good
00236_dnfs_0185098.pdb,Warning,Warning,Warning
00123_dnfs_0072728.pdb,Warning,Warning,Warning
00424_r1feb2024_0065081.pdb,Good,Caution,Good
00112_dnfs_0061299.pdb,Warning,Warning,Warning
00246_dnfs_0195135.pdb,Warning,Warning,Warning
00067_dnfs_0016761.pdb,Warning,Warning,Warning
00127_dnfs_0076030.pdb,Warning,Warning,Warning
00377_r1feb2024_0017650.pdb,Caution,Warning,Good
00252_dnfs_0201815.pdb,Warning,Warning,Warning
00076_dnfs_0024850.pdb,Warning,Warning,Warning
00168_dnfs_0117159.pdb,Warning,Warning,Warning
00307_dnfs_0256343.pdb,Warning,Warning,Warning
00189_dnfs_0138037.pdb,Warning,Warning,Warning
00410_r1feb2024_0051148.pdb,Good,Caution,Good
00447_r1feb2024_0087512.pdb,Good,Caution,Good
00089_dnfs_0038612.pdb,Warning,Warning,Warning
00373_r1feb2024_0013594.pdb,Good,Caution,Good
00418_r1feb2024_0058553.pdb,Good,Caution,Good
00128_dnfs_0077023.pdb,Warning,Warning,Warning
00424_r1feb2024_0064556.pdb,Good,Caution,Good
00353_dnfs_0302417.pdb,Warning,Warning,Warning
00379_r1feb2024_0020100.pdb,Good,Warning,Good
00231_dnfs_0180031.pdb,Warning,Warning,Warning
00446_r1feb2024_0087151.pdb,Good,Caution,Good
00162_dnfs_0111695.pdb,Warning,Warning,Warning
00434_r1feb2024_0075084.pdb,Good,Caution,Good
00436_r1feb2024_0077140.pdb,Good,Caution,Good
00242_dnfs_0191059.pdb,Warning,Warning,Warning
00236_dnfs_0185117.pdb,Warning,Warning,Warning
00132_dnfs_0081753.pdb,Warning,Warning,Warning
00352_dnfs_0300977.pdb,Warning,Warning,Warning
00325_dnfs_0274151.pdb,Warning,Warning,Warning
00214_dnfs_0163708.pdb,Warning,Warning,Warning
00217_dnfs_0166612.pdb,Warning,Warning,Warning
00241_dnfs_0190704.pdb,Warning,Warning,Warning
00095_dnfs_0044028.pdb,Warning,Warning,Warning
00261_dnfs_0210703.pdb,Warning,Warning,Warning
00239_dnfs_0188176.pdb,Warning,Warning,Warning
00092_dnfs_0041526.pdb,Warning,Warning,Warning
00310_dnfs_0259624.pdb,Warning,Warning,Warning
00435_r1feb2024_0075873.pdb,Good,Caution,Good
00294_dnfs_0243814.pdb,Warning,Warning,Warning
00108_dnfs_0056998.pdb,Warning,Warning,Warning
00405_r1feb2024_0045236.pdb,Good,Warning,Good
00196_dnfs_0145569.pdb,Warning,Warning,Warning
00248_dnfs_0197210.pdb,Warning,Warning,Warning
00417_r1feb2024_0057738.pdb,Good,Caution,Good
00218_dnfs_0167265.pdb,Warning,Warning,Warning
00305_dnfs_0253865.pdb,Warning,Warning,Warning
00347_dnfs_0295845.pdb,Warning,Warning,Warning
00246_dnfs_0195238.pdb,Warning,Warning,Warning
00108_dnfs_0057296.pdb,Warning,Warning,Warning
00330_dnfs_0279254.pdb,Warning,Warning,Warning
00311_dnfs_0259954.pdb,Warning,Warning,Warning
00411_r1feb2024_0051897.pdb,Good,Caution,Good
00333_dnfs_0282213.pdb,Warning,Warning,Warning
00245_dnfs_0194465.pdb,Warning,Warning,Warning
00281_dnfs_0230177.pdb,Warning,Warning,Warning
00238_dnfs_0187509.pdb,Warning,Warning,Warning
00444_r1feb2024_0084319.pdb,Good,Caution,Good
00434_r1feb2024_0074914.pdb,Good,Caution,Good
00424_r1feb2024_0064686.pdb,Good,Caution,Good
00369_r1feb2024_0010125.pdb,Good,Caution,Good
00111_dnfs_0060803.pdb,Warning,Warning,Warning
00382_r1feb2024_0022586.pdb,Good,Caution,Good
00339_dnfs_0288173.pdb,Warning,Warning,Warning
00416_r1feb2024_0056209.pdb,Good,Caution,Good
00094_dnfs_0043772.pdb,Warning,Warning,Warning
00312_dnfs_0261610.pdb,Warning,Warning,Warning
00305_dnfs_0254272.pdb,Warning,Warning,Warning
00091_dnfs_0040605.pdb,Warning,Warning,Warning
00197_dnfs_0145977.pdb,Warning,Warning,Warning
00292_dnfs_0241118.pdb,Warning,Warning,Warning
00051_dnfs_0000290.pdb,Warning,Warning,Warning
00154_dnfs_0103317.pdb,Warning,Warning,Warning
00341_dnfs_0289972.pdb,Warning,Warning,Warning
00142_dnfs_0091588.pdb,Warning,Warning,Warning
00419_r1feb2024_0059684.pdb,Warning,Warning,Good
00428_r1feb2024_0068214.pdb,Good,Caution,Good
00069_dnfs_0018729.pdb,Warning,Warning,Warning
00402_r1feb2024_0042625.pdb,Good,Caution,Good
00290_dnfs_0239588.pdb,Warning,Warning,Warning
00353_dnfs_0302017.pdb,Warning,Warning,Warning
00236_dnfs_0185444.pdb,Warning,Warning,Warning
00331_dnfs_0280614.pdb,Warning,Warning,Warning
00371_r1feb2024_0011618.pdb,Good,Caution,Good
00080_dnfs_0029576.pdb,Warning,Warning,Warning
00128_dnfs_0077149.pdb,Warning,Warning,Warning
00443_r1feb2024_0083967.pdb,Good,Caution,Good
00166_dnfs_0114928.pdb,Warning,Warning,Warning
00156_dnfs_0105147.pdb,Warning,Warning,Warning
00434_r1feb2024_0074373.pdb,Good,Caution,Good
00313_dnfs_0262733.pdb,Warning,Warning,Warning
00300_dnfs_0249109.pdb,Warning,Warning,Warning
00411_r1feb2024_0051450.pdb,Good,Caution,Good
00173_dnfs_0121873.pdb,Warning,Warning,Warning
00133_dnfs_0081860.pdb,Warning,Warning,Warning
00281_dnfs_0230380.pdb,Warning,Warning,Warning
00421_r1feb2024_0061620.pdb,Good,Caution,Good
00408_r1feb2024_0049064.pdb,Good,Caution,Good
00307_dnfs_0256244.pdb,Warning,Warning,Warning
00176_dnfs_0125424.pdb,Warning,Warning,Warning
00200_dnfs_0148846.pdb,Warning,Warning,Warning
00171_dnfs_0120527.pdb,Warning,Warning,Warning
00321_dnfs_0270251.pdb,Warning,Warning,Warning
00196_dnfs_0145441.pdb,Warning,Warning,Warning
00337_dnfs_0286649.pdb,Warning,Warning,Warning
00445_r1feb2024_0085882.pdb,Good,Caution,Good
00436_r1feb2024_0077104.pdb,Good,Caution,Good
00195_dnfs_0144533.pdb,Warning,Warning,Warning
00096_dnfs_0045076.pdb,Warning,Warning,Warning
00428_r1feb2024_0068952.pdb,Good,Caution,Good
00409_r1feb2024_0049530.pdb,Good,Caution,Good
00082_dnfs_0031061.pdb,Warning,Warning,Warning
00369_r1feb2024_0010029.pdb,Good,Caution,Good
00393_r1feb2024_0034039.pdb,Good,Caution,Good
00130_dnfs_0079252.pdb,Warning,Warning,Warning
00281_dnfs_0230567.pdb,Warning,Warning,Warning
00330_dnfs_0279546.pdb,Warning,Warning,Warning
00067_dnfs_0015854.pdb,Warning,Warning,Warning
00292_dnfs_0240830.pdb,Warning,Warning,Warning
00200_dnfs_0149440.pdb,Warning,Warning,Warning
00120_dnfs_0069651.pdb,Warning,Warning,Warning
00177_dnfs_0126304.pdb,Warning,Warning,Warning
00189_dnfs_0138155.pdb,Warning,Warning,Warning
00375_r1feb2024_0015642.pdb,Good,Caution,Good
00328_dnfs_0277725.pdb,Warning,Warning,Warning
00283_dnfs_0232147.pdb,Warning,Warning,Warning
00091_dnfs_0040103.pdb,Warning,Warning,Warning
00230_dnfs_0179371.pdb,Warning,Warning,Warning
00234_dnfs_0183648.pdb,Warning,Warning,Warning
00144_dnfs_0093153.pdb,Warning,Warning,Warning
00380_r1feb2024_0020876.pdb,Good,Warning,Good
00199_dnfs_0148205.pdb,Warning,Warning,Warning
00241_dnfs_0189951.pdb,Warning,Warning,Warning
00270_dnfs_0219812.pdb,Warning,Warning,Warning
00417_r1feb2024_0057615.pdb,Good,Caution,Good
00323_dnfs_0271831.pdb,Warning,Warning,Warning
00235_dnfs_0184310.pdb,Warning,Warning,Warning
00441_r1feb2024_0082079.pdb,Good,Caution,Good
00173_dnfs_0121997.pdb,Warning,Warning,Warning
00408_r1feb2024_0049171.pdb,Good,Caution,Good
00261_dnfs_0210439.pdb,Warning,Warning,Warning
00124_dnfs_0073364.pdb,Warning,Warning,Warning
00208_dnfs_0157248.pdb,Warning,Warning,Warning
00345_dnfs_0294755.pdb,Warning,Warning,Warning
00248_dnfs_0196895.pdb,Warning,Warning,Warning
00440_r1feb2024_0080903.pdb,Good,Caution,Good
00353_dnfs_0302385.pdb,Warning,Warning,Warning
00231_dnfs_0180271.pdb,Warning,Warning,Warning
00071_dnfs_0020134.pdb,Warning,Warning,Warning
00314_dnfs_0263262.pdb,Warning,Warning,Warning
00393_r1feb2024_0033774.pdb,Good,Caution,Good
00441_r1feb2024_0082118.pdb,Good,Warning,Good
00343_dnfs_0292467.pdb,Warning,Warning,Warning
00210_dnfs_0159532.pdb,Warning,Warning,Warning
00283_dnfs_0232698.pdb,Warning,Warning,Warning
00061_dnfs_0010449.pdb,Warning,Warning,Warning
00428_r1feb2024_0068714.pdb,Good,Caution,Good
00424_r1feb2024_0064347.pdb,Good,Caution,Good
00277_dnfs_0225863.pdb,Warning,Warning,Warning
00424_r1feb2024_0064746.pdb,Good,Caution,Good
00293_dnfs_0242355.pdb,Warning,Warning,Warning
00326_dnfs_0275194.pdb,Warning,Warning,Warning
00383_r1feb2024_0023254.pdb,Good,Caution,Good
00168_dnfs_0117141.pdb,Warning,Warning,Warning
00261_dnfs_0209978.pdb,Warning,Warning,Warning
00128_dnfs_0077728.pdb,Warning,Warning,Warning
00199_dnfs_0148242.pdb,Warning,Warning,Warning
00380_r1feb2024_0020630.pdb,Good,Caution,Good
00107_dnfs_0056099.pdb,Warning,Warning,Warning
00143_dnfs_0091953.pdb,Warning,Warning,Warning
00146_dnfs_0095694.pdb,Warning,Warning,Warning
00411_r1feb2024_0051536.pdb,Good,Caution,Good
00135_dnfs_0084395.pdb,Warning,Warning,Warning
00340_dnfs_0288829.pdb,Warning,Warning,Warning
00065_dnfs_0014666.pdb,Warning,Warning,Warning
00247_dnfs_0196769.pdb,Warning,Warning,Warning
00362_r1feb2024_0002901.pdb,Good,Caution,Good
00084_dnfs_0033406.pdb,Warning,Warning,Warning
00086_dnfs_0034993.pdb,Warning,Warning,Warning
00413_r1feb2024_0054170.pdb,Good,Caution,Good
00139_dnfs_0088627.pdb,Warning,Warning,Warning
00162_dnfs_0111606.pdb,Warning,Warning,Warning
00313_dnfs_0262157.pdb,Warning,Warning,Warning
00415_r1feb2024_0055776.pdb,Good,Caution,Good
00385_r1feb2024_0025281.pdb,Good,Warning,Good
00319_dnfs_0268260.pdb,Warning,Warning,Warning
00327_dnfs_0276515.pdb,Warning,Warning,Warning
00247_dnfs_0196706.pdb,Warning,Warning,Warning
00232_dnfs_0181618.pdb,Warning,Warning,Warning
00317_dnfs_0266541.pdb,Warning,Warning,Warning
00056_dnfs_0005790.pdb,Warning,Warning,Warning
00265_dnfs_0214325.pdb,Warning,Warning,Warning
00152_dnfs_0101089.pdb,Warning,Warning,Warning
00382_r1feb2024_0022677.pdb,Good,Warning,Good
00192_dnfs_0141351.pdb,Warning,Warning,Warning
00180_dnfs_0129613.pdb,Warning,Warning,Warning
00132_dnfs_0081523.pdb,Warning,Warning,Warning
00077_dnfs_0026711.pdb,Warning,Warning,Warning
00140_dnfs_0089137.pdb,Warning,Warning,Warning
00434_r1feb2024_0074546.pdb,Good,Caution,Good
00345_dnfs_0293998.pdb,Warning,Warning,Warning
00311_dnfs_0260162.pdb,Warning,Warning,Warning
00258_dnfs_0207080.pdb,Warning,Warning,Warning
00362_r1feb2024_0002738.pdb,Good,Warning,Good
00104_dnfs_0053778.pdb,Warning,Warning,Warning
00245_dnfs_0194192.pdb,Warning,Warning,Warning
00436_r1feb2024_0076846.pdb,Good,Caution,Good
00207_dnfs_0156730.pdb,Warning,Warning,Warning
00345_dnfs_0294124.pdb,Warning,Warning,Warning
00239_dnfs_0187998.pdb,Warning,Warning,Warning
00213_dnfs_0162403.pdb,Warning,Warning,Warning
00156_dnfs_0104864.pdb,Warning,Warning,Warning
00430_r1feb2024_0071000.pdb,Good,Caution,Good
00244_dnfs_0193725.pdb,Warning,Warning,Warning
00098_dnfs_0047155.pdb,Warning,Warning,Warning
00344_dnfs_0293084.pdb,Warning,Warning,Warning
00133_dnfs_0081828.pdb,Warning,Warning,Warning
00371_r1feb2024_0012141.pdb,Good,Caution,Good
00443_r1feb2024_0083911.pdb,Good,Caution,Good
00401_r1feb2024_0041536.pdb,Good,Caution,Good
00174_dnfs_0123424.pdb,Warning,Warning,Warning
00089_dnfs_0038663.pdb,Warning,Warning,Warning
00372_r1feb2024_0012462.pdb,Caution,Warning,Caution
00214_dnfs_0163266.pdb,Warning,Warning,Warning
00054_dnfs_0003243.pdb,Warning,Warning,Warning
00447_r1feb2024_0087300.pdb,Good,Caution,Good
00336_dnfs_0285794.pdb,Warning,Warning,Warning
00282_dnfs_0230905.pdb,Warning,Warning,Warning
00328_dnfs_0277049.pdb,Warning,Warning,Warning
00447_r1feb2024_0087360.pdb,Good,Caution,Good
00160_dnfs_0108958.pdb,Warning,Warning,Warning
00116_dnfs_0065088.pdb,Warning,Warning,Warning
00430_r1feb2024_0070199.pdb,Good,Caution,Good
00400_r1feb2024_0040525.pdb,Good,Caution,Good
00381_r1feb2024_0021852.pdb,Good,Caution,Good
00114_dnfs_0063476.pdb,Warning,Warning,Warning
00367_r1feb2024_0007629.pdb,Good,Caution,Good
00106_dnfs_0055474.pdb,Warning,Warning,Warning
00435_r1feb2024_0075714.pdb,Good,Caution,Good
00292_dnfs_0241243.pdb,Warning,Warning,Warning
00328_dnfs_0277352.pdb,Warning,Warning,Warning
00211_dnfs_0160801.pdb,Warning,Warning,Warning
00099_dnfs_0048766.pdb,Warning,Warning,Warning
00201_dnfs_0150121.pdb,Warning,Warning,Warning
00325_dnfs_0274625.pdb,Warning,Warning,Warning
00177_dnfs_0126666.pdb,Warning,Warning,Warning
00366_r1feb2024_0006865.pdb,Good,Caution,Good
00245_dnfs_0194742.pdb,Warning,Warning,Warning
00165_dnfs_0114391.pdb,Warning,Warning,Warning
00056_dnfs_0005004.pdb,Warning,Warning,Warning
00185_dnfs_0134447.pdb,Warning,Warning,Warning
00230_dnfs_0179264.pdb,Warning,Warning,Warning
00308_dnfs_0257366.pdb,Warning,Warning,Warning
00441_r1feb2024_0081583.pdb,Good,Caution,Good
00181_dnfs_0130700.pdb,Warning,Warning,Warning
00141_dnfs_0090759.pdb,Warning,Warning,Warning
00242_dnfs_0190847.pdb,Warning,Warning,Warning
00310_dnfs_0259138.pdb,Warning,Warning,Warning
00254_dnfs_0203535.pdb,Warning,Warning,Warning
00218_dnfs_0167657.pdb,Warning,Warning,Warning
00069_dnfs_0018382.pdb,Warning,Warning,Warning
00180_dnfs_0129765.pdb,Warning,Warning,Warning
00073_dnfs_0022183.pdb,Warning,Warning,Warning
00281_dnfs_0230320.pdb,Warning,Warning,Warning
00283_dnfs_0232667.pdb,Warning,Warning,Warning
00284_dnfs_0233780.pdb,Warning,Warning,Warning
00163_dnfs_0112067.pdb,Warning,Warning,Warning
00231_dnfs_0180112.pdb,Warning,Warning,Warning
00175_dnfs_0124745.pdb,Warning,Warning,Warning
00233_dnfs_0182761.pdb,Warning,Warning,Warning
00343_dnfs_0292544.pdb,Warning,Warning,Warning
00146_dnfs_0095100.pdb,Warning,Warning,Warning
00060_dnfs_0009257.pdb,Warning,Warning,Warning
00223_dnfs_0172477.pdb,Warning,Warning,Warning
00444_r1feb2024_0084715.pdb,Good,Caution,Good
00235_dnfs_0184231.pdb,Warning,Warning,Warning
00402_r1feb2024_0042226.pdb,Good,Caution,Good
00272_dnfs_0221600.pdb,Warning,Warning,Warning
00116_dnfs_0065388.pdb,Warning,Warning,Warning
00083_dnfs_0031966.pdb,Warning,Warning,Warning
00380_r1feb2024_0020619.pdb,Good,Caution,Good
00398_r1feb2024_0038753.pdb,Good,Caution,Good
00342_dnfs_0291030.pdb,Warning,Warning,Warning
00297_dnfs_0246620.pdb,Warning,Warning,Warning
00194_dnfs_0143741.pdb,Warning,Warning,Warning
00212_dnfs_0161321.pdb,Warning,Warning,Warning
00077_dnfs_0026540.pdb,Warning,Warning,Warning
00253_dnfs_0202129.pdb,Warning,Warning,Warning
00402_r1feb2024_0042442.pdb,Good,Caution,Good
00385_r1feb2024_0025983.pdb,Good,Caution,Good
00436_r1feb2024_0076618.pdb,Good,Caution,Good
00399_r1feb2024_0039870.pdb,Good,Caution,Good
00148_dnfs_0096852.pdb,Warning,Warning,Warning
00144_dnfs_0093437.pdb,Warning,Warning,Warning
00139_dnfs_0088273.pdb,Warning,Warning,Warning
00252_dnfs_0201083.pdb,Warning,Warning,Warning
00247_dnfs_0196724.pdb,Warning,Warning,Warning
00098_dnfs_0047644.pdb,Warning,Warning,Warning
00103_dnfs_0051941.pdb,Warning,Warning,Warning
00301_dnfs_0249931.pdb,Warning,Warning,Warning
00348_dnfs_0297573.pdb,Warning,Warning,Warning
00435_r1feb2024_0075589.pdb,Good,Warning,Good
00099_dnfs_0048473.pdb,Warning,Warning,Warning
00418_r1feb2024_0058399.pdb,Good,Caution,Good
00218_dnfs_0167454.pdb,Warning,Warning,Warning
00435_r1feb2024_0075789.pdb,Good,Caution,Good
00161_dnfs_0110643.pdb,Warning,Warning,Warning
00342_dnfs_0291466.pdb,Warning,Warning,Warning
00170_dnfs_0118846.pdb,Warning,Warning,Warning
00254_dnfs_0203509.pdb,Warning,Warning,Warning
00355_dnfs_0304673.pdb,Warning,Warning,Warning
00228_dnfs_0177693.pdb,Warning,Warning,Warning
00414_r1feb2024_0054532.pdb,Good,Warning,Good
00079_dnfs_0028442.pdb,Warning,Warning,Warning
00241_dnfs_0190192.pdb,Warning,Warning,Warning
00443_r1feb2024_0083892.pdb,Good,Caution,Good
00261_dnfs_0210499.pdb,Warning,Warning,Warning
00215_dnfs_0164205.pdb,Warning,Warning,Warning
00341_dnfs_0290526.pdb,Warning,Warning,Warning
00309_dnfs_0258544.pdb,Warning,Warning,Warning
00324_dnfs_0273198.pdb,Warning,Warning,Warning
00146_dnfs_0095721.pdb,Warning,Warning,Warning
00421_r1feb2024_0061477.pdb,Good,Caution,Good
00447_r1feb2024_0087556.pdb,Good,Caution,Good
00319_dnfs_0268562.pdb,Warning,Warning,Warning
00399_r1feb2024_0039842.pdb,Good,Caution,Good
00306_dnfs_0255675.pdb,Warning,Warning,Warning
